Title,Genre,Summary,Tokenized
Beyond Good & Evil,10,"the game is an game with elements of and games. the player controls the protagonist, jade, from a perspective. jade can run, move stealthily, jump over obstacles and pits, climb ladders, push or bash doors and objects, and flatten herself against walls. as jade, the player investigates a number of installations in search of the truth about a war with an alien threat. ",game game elements games player controls protagonist jade perspective jade run move stealthily jump obstacles pits climb ladders push bash doors objects flatten walls jade player investigates number installations search truth war alien threat
Metroid II: Return of Samus,1,"a sinister planet threatens the space hunter samus aran returns to battle a planet crawling with evil creatures bent on universal domination in this bigger than ever sequel to the nes classic, take control! guide samus through cavernous corridors, ancient ruins and alien traps. on the mysterious planet of the metroids, you'll find artifacts of a lost civilization that grant amazing powers. cut through creatures in a blur! roll through hidden tunnels and climb sheer a battery allows you to save your progress as you fight to the heart of the planet and search for the merciless metroid leaders. if you are a cunning explorer, you'll earn the best of several super enter this exciting metroid sequel and experience the thrills of game boy like never the game boy color has stored preset color palettes for video game and a few other game boy games. if played on the gbc the game will have some variation in color. ",sinister planet threatens space hunter samus aran returns battle planet crawling evil creatures bent universal domination bigger ever sequel nes classic take control guide samus cavernous corridors ancient ruins alien traps mysterious planet metroids find artifacts lost civilization grant amazing powers cut creatures blur roll hidden tunnels climb sheer battery allows save progress fight heart planet search merciless metroid leaders cunning explorer earn best several super enter exciting metroid sequel experience thrills game boy like never game boy color stored preset color palettes video game game boy games played gbc game variation color
Metroid II: Return of Samus,6,"a sinister planet threatens the space hunter samus aran returns to battle a planet crawling with evil creatures bent on universal domination in this bigger than ever sequel to the nes classic, take control! guide samus through cavernous corridors, ancient ruins and alien traps. on the mysterious planet of the metroids, you'll find artifacts of a lost civilization that grant amazing powers. cut through creatures in a blur! roll through hidden tunnels and climb sheer a battery allows you to save your progress as you fight to the heart of the planet and search for the merciless metroid leaders. if you are a cunning explorer, you'll earn the best of several super enter this exciting metroid sequel and experience the thrills of game boy like never the game boy color has stored preset color palettes for video game and a few other game boy games. if played on the gbc the game will have some variation in color. ",sinister planet threatens space hunter samus aran returns battle planet crawling evil creatures bent universal domination bigger ever sequel nes classic take control guide samus cavernous corridors ancient ruins alien traps mysterious planet metroids find artifacts lost civilization grant amazing powers cut creatures blur roll hidden tunnels climb sheer battery allows save progress fight heart planet search merciless metroid leaders cunning explorer earn best several super enter exciting metroid sequel experience thrills game boy like never game boy color stored preset color palettes video game game boy games played gbc game variation color
Metroid II: Return of Samus,10,"a sinister planet threatens the space hunter samus aran returns to battle a planet crawling with evil creatures bent on universal domination in this bigger than ever sequel to the nes classic, take control! guide samus through cavernous corridors, ancient ruins and alien traps. on the mysterious planet of the metroids, you'll find artifacts of a lost civilization that grant amazing powers. cut through creatures in a blur! roll through hidden tunnels and climb sheer a battery allows you to save your progress as you fight to the heart of the planet and search for the merciless metroid leaders. if you are a cunning explorer, you'll earn the best of several super enter this exciting metroid sequel and experience the thrills of game boy like never the game boy color has stored preset color palettes for video game and a few other game boy games. if played on the gbc the game will have some variation in color. ",sinister planet threatens space hunter samus aran returns battle planet crawling evil creatures bent universal domination bigger ever sequel nes classic take control guide samus cavernous corridors ancient ruins alien traps mysterious planet metroids find artifacts lost civilization grant amazing powers cut creatures blur roll hidden tunnels climb sheer battery allows save progress fight heart planet search merciless metroid leaders cunning explorer earn best several super enter exciting metroid sequel experience thrills game boy like never game boy color stored preset color palettes video game game boy games played gbc game variation color
Shenmue,1,"""he shall appear from a far eastern land across the sea. a young man who has yet to know his potential. this potential is a power that can either destroy him, or realize his will. his courage shall determine his fate. the path he must traverse, fraught with adversity, i await whilst praying. for this destiny predetermined since ancient times... a pitch, black night unfolds with the morning star as its only light. and thus the saga, this first chapter of the game kicks off yu suzuki's cinematic dreamcast an that has players immerse themselves in yokosuka, japan. players slip into the role of a young martial artist named ryo hazuki, who is on the trail of his father's killer. on the way, players must talk with hundreds of characters, engage in martial arts battles, and marvel at the realistic depiction of the japanese coastal town. ",shall appear far eastern land across sea young man yet know potential potential power either destroy realize courage shall determine fate path must traverse fraught adversity await whilst praying destiny predetermined since ancient times pitch black night unfolds morning star light thus saga first chapter game kicks yu suzuki cinematic dreamcast players immerse yokosuka japan players slip role young martial artist named ryo hazuki trail father killer way players must talk hundreds characters engage martial arts battles marvel realistic depiction japanese coastal town
Shenmue,3,"""he shall appear from a far eastern land across the sea. a young man who has yet to know his potential. this potential is a power that can either destroy him, or realize his will. his courage shall determine his fate. the path he must traverse, fraught with adversity, i await whilst praying. for this destiny predetermined since ancient times... a pitch, black night unfolds with the morning star as its only light. and thus the saga, this first chapter of the game kicks off yu suzuki's cinematic dreamcast an that has players immerse themselves in yokosuka, japan. players slip into the role of a young martial artist named ryo hazuki, who is on the trail of his father's killer. on the way, players must talk with hundreds of characters, engage in martial arts battles, and marvel at the realistic depiction of the japanese coastal town. ",shall appear far eastern land across sea young man yet know potential potential power either destroy realize courage shall determine fate path must traverse fraught adversity await whilst praying destiny predetermined since ancient times pitch black night unfolds morning star light thus saga first chapter game kicks yu suzuki cinematic dreamcast players immerse yokosuka japan players slip role young martial artist named ryo hazuki trail father killer way players must talk hundreds characters engage martial arts battles marvel realistic depiction japanese coastal town
Shenmue,2,"""he shall appear from a far eastern land across the sea. a young man who has yet to know his potential. this potential is a power that can either destroy him, or realize his will. his courage shall determine his fate. the path he must traverse, fraught with adversity, i await whilst praying. for this destiny predetermined since ancient times... a pitch, black night unfolds with the morning star as its only light. and thus the saga, this first chapter of the game kicks off yu suzuki's cinematic dreamcast an that has players immerse themselves in yokosuka, japan. players slip into the role of a young martial artist named ryo hazuki, who is on the trail of his father's killer. on the way, players must talk with hundreds of characters, engage in martial arts battles, and marvel at the realistic depiction of the japanese coastal town. ",shall appear far eastern land across sea young man yet know potential potential power either destroy realize courage shall determine fate path must traverse fraught adversity await whilst praying destiny predetermined since ancient times pitch black night unfolds morning star light thus saga first chapter game kicks yu suzuki cinematic dreamcast players immerse yokosuka japan players slip role young martial artist named ryo hazuki trail father killer way players must talk hundreds characters engage martial arts battles marvel realistic depiction japanese coastal town
Shenmue,7,"""he shall appear from a far eastern land across the sea. a young man who has yet to know his potential. this potential is a power that can either destroy him, or realize his will. his courage shall determine his fate. the path he must traverse, fraught with adversity, i await whilst praying. for this destiny predetermined since ancient times... a pitch, black night unfolds with the morning star as its only light. and thus the saga, this first chapter of the game kicks off yu suzuki's cinematic dreamcast an that has players immerse themselves in yokosuka, japan. players slip into the role of a young martial artist named ryo hazuki, who is on the trail of his father's killer. on the way, players must talk with hundreds of characters, engage in martial arts battles, and marvel at the realistic depiction of the japanese coastal town. ",shall appear far eastern land across sea young man yet know potential potential power either destroy realize courage shall determine fate path must traverse fraught adversity await whilst praying destiny predetermined since ancient times pitch black night unfolds morning star light thus saga first chapter game kicks yu suzuki cinematic dreamcast players immerse yokosuka japan players slip role young martial artist named ryo hazuki trail father killer way players must talk hundreds characters engage martial arts battles marvel realistic depiction japanese coastal town
Project Zomboid,4,"the game is the ultimate in zombie survival. alone or in mp: you loot, build, craft, fight, farm and fish in a struggle to survive. a hardcore skillset, a vast map, a massively customisable sandbox and a cute tutorial raccoon await the unwary. so how will you die? ",game ultimate zombie survival alone mp loot build craft fight farm fish struggle survive hardcore skillset vast map massively customisable sandbox cute tutorial raccoon await unwary die
Project Zomboid,2,"the game is the ultimate in zombie survival. alone or in mp: you loot, build, craft, fight, farm and fish in a struggle to survive. a hardcore skillset, a vast map, a massively customisable sandbox and a cute tutorial raccoon await the unwary. so how will you die? ",game ultimate zombie survival alone mp loot build craft fight farm fish struggle survive hardcore skillset vast map massively customisable sandbox cute tutorial raccoon await unwary die
Project Zomboid,7,"the game is the ultimate in zombie survival. alone or in mp: you loot, build, craft, fight, farm and fish in a struggle to survive. a hardcore skillset, a vast map, a massively customisable sandbox and a cute tutorial raccoon await the unwary. so how will you die? ",game ultimate zombie survival alone mp loot build craft fight farm fish struggle survive hardcore skillset vast map massively customisable sandbox cute tutorial raccoon await unwary die
Crash Team Racing,17,the game is a kart game featuring popular characters from the crash bandicoot series. the gameplay is very similar to other kart video games like mario kart: players have to choose a character and compete against the other racers on various racetracks. the story mode allows you to choose any one of the characters to complete all the main races and beat the ultimate boss nitrous oxide. each of the main races are against 7 other ai competitors with 5 boss races. there are also a few arcade modes up to 4 players. ,game kart game featuring popular characters crash bandicoot series gameplay similar kart video games like mario kart players choose character compete racers various racetracks story mode allows choose one characters complete main races beat ultimate boss nitrous oxide main races ai competitors boss races also arcade modes players
Carrion,1,the game is a reverse horror game in which you assume the role of an amorphous alien being. use your unique otherworldly abilities to your advantage and hunt down your prey! ,game reverse horror game assume role amorphous alien use unique otherworldly abilities advantage hunt prey
Carrion,4,the game is a reverse horror game in which you assume the role of an amorphous alien being. use your unique otherworldly abilities to your advantage and hunt down your prey! ,game reverse horror game assume role amorphous alien use unique otherworldly abilities advantage hunt prey
Carrion,6,the game is a reverse horror game in which you assume the role of an amorphous alien being. use your unique otherworldly abilities to your advantage and hunt down your prey! ,game reverse horror game assume role amorphous alien use unique otherworldly abilities advantage hunt prey
Gears of War 2,10,"in the game, the cog continues its fight against the locust horde, who are attempting to sink all of the cities on the planet sera by using a big riftworm to eat the ground beneath them. sergeant marcus fenix leads delta squad into the depths of the planet to try to stop the worm from eating but instead they discover the true intent of the locust actions. ",game cog continues fight locust horde attempting sink cities planet sera using big riftworm eat ground beneath sergeant marcus fenix leads delta squad depths planet try stop worm eating instead discover true intent locust actions
Phoenix Wright: Ace Attorney - Dual Destinies,1,"dual destinies continues the style of gameplay from previous installments, in which the player must utilize evidence and find contradictions in witness statements to prove their client innocent. like previous installments, gameplay is split up between investigations, in which players find evidence and question witnesses, and trials, where they must use the evidence to expose contradictions. the game now features full 3d graphics and character models, allowing more dynamic camera angles during gameplay, such as quickly panning around the courtroom in the moments before a dramatic reveal. the 3d camera also allows investigation sequences to take place in 3d spaces, permitting greater investigative depth, such as being able to rotate around a room to look for clues. ",dual destinies continues style gameplay previous installments player must utilize evidence find contradictions witness statements prove client innocent like previous installments gameplay split investigations players find evidence question witnesses trials must use evidence expose contradictions game features full graphics character models allowing dynamic camera angles gameplay quickly panning around courtroom moments dramatic reveal camera also allows investigation sequences take place spaces permitting greater investigative depth able rotate around room look clues
Phoenix Wright: Ace Attorney - Dual Destinies,9,"dual destinies continues the style of gameplay from previous installments, in which the player must utilize evidence and find contradictions in witness statements to prove their client innocent. like previous installments, gameplay is split up between investigations, in which players find evidence and question witnesses, and trials, where they must use the evidence to expose contradictions. the game now features full 3d graphics and character models, allowing more dynamic camera angles during gameplay, such as quickly panning around the courtroom in the moments before a dramatic reveal. the 3d camera also allows investigation sequences to take place in 3d spaces, permitting greater investigative depth, such as being able to rotate around a room to look for clues. ",dual destinies continues style gameplay previous installments player must utilize evidence find contradictions witness statements prove client innocent like previous installments gameplay split investigations players find evidence question witnesses trials must use evidence expose contradictions game features full graphics character models allowing dynamic camera angles gameplay quickly panning around courtroom moments dramatic reveal camera also allows investigation sequences take place spaces permitting greater investigative depth able rotate around room look clues
Phoenix Wright: Ace Attorney - Dual Destinies,2,"dual destinies continues the style of gameplay from previous installments, in which the player must utilize evidence and find contradictions in witness statements to prove their client innocent. like previous installments, gameplay is split up between investigations, in which players find evidence and question witnesses, and trials, where they must use the evidence to expose contradictions. the game now features full 3d graphics and character models, allowing more dynamic camera angles during gameplay, such as quickly panning around the courtroom in the moments before a dramatic reveal. the 3d camera also allows investigation sequences to take place in 3d spaces, permitting greater investigative depth, such as being able to rotate around a room to look for clues. ",dual destinies continues style gameplay previous installments player must utilize evidence find contradictions witness statements prove client innocent like previous installments gameplay split investigations players find evidence question witnesses trials must use evidence expose contradictions game features full graphics character models allowing dynamic camera angles gameplay quickly panning around courtroom moments dramatic reveal camera also allows investigation sequences take place spaces permitting greater investigative depth able rotate around room look clues
Phoenix Wright: Ace Attorney - Dual Destinies,7,"dual destinies continues the style of gameplay from previous installments, in which the player must utilize evidence and find contradictions in witness statements to prove their client innocent. like previous installments, gameplay is split up between investigations, in which players find evidence and question witnesses, and trials, where they must use the evidence to expose contradictions. the game now features full 3d graphics and character models, allowing more dynamic camera angles during gameplay, such as quickly panning around the courtroom in the moments before a dramatic reveal. the 3d camera also allows investigation sequences to take place in 3d spaces, permitting greater investigative depth, such as being able to rotate around a room to look for clues. ",dual destinies continues style gameplay previous installments player must utilize evidence find contradictions witness statements prove client innocent like previous installments gameplay split investigations players find evidence question witnesses trials must use evidence expose contradictions game features full graphics character models allowing dynamic camera angles gameplay quickly panning around courtroom moments dramatic reveal camera also allows investigation sequences take place spaces permitting greater investigative depth able rotate around room look clues
Phoenix Wright: Ace Attorney - Dual Destinies,14,"dual destinies continues the style of gameplay from previous installments, in which the player must utilize evidence and find contradictions in witness statements to prove their client innocent. like previous installments, gameplay is split up between investigations, in which players find evidence and question witnesses, and trials, where they must use the evidence to expose contradictions. the game now features full 3d graphics and character models, allowing more dynamic camera angles during gameplay, such as quickly panning around the courtroom in the moments before a dramatic reveal. the 3d camera also allows investigation sequences to take place in 3d spaces, permitting greater investigative depth, such as being able to rotate around a room to look for clues. ",dual destinies continues style gameplay previous installments player must utilize evidence find contradictions witness statements prove client innocent like previous installments gameplay split investigations players find evidence question witnesses trials must use evidence expose contradictions game features full graphics character models allowing dynamic camera angles gameplay quickly panning around courtroom moments dramatic reveal camera also allows investigation sequences take place spaces permitting greater investigative depth able rotate around room look clues
The Legend of Zelda: Oracle of Seasons,1,"the game is one of two zelda titles released for the game boy color, the other being oracle of ages. the game retain many gameplay elements from link's awakening such as the graphics, audio and perspective. it also features eight dungeons and a large overworld to explore like in the previous games.video game is said to be more than its counterpart being more after completing one of the two games, both can be linked to form a single linear plot with an alternate ending.video game and oracle of ages were often credited as being two of the top games for the game boy color. ",game one two zelda titles released game boy color oracle ages game retain many gameplay elements link awakening graphics audio perspective also features eight dungeons large overworld explore like previous game said counterpart completing one two games linked form single linear plot alternate game oracle ages often credited two top games game boy color
The Legend of Zelda: Oracle of Seasons,2,"the game is one of two zelda titles released for the game boy color, the other being oracle of ages. the game retain many gameplay elements from link's awakening such as the graphics, audio and perspective. it also features eight dungeons and a large overworld to explore like in the previous games.video game is said to be more than its counterpart being more after completing one of the two games, both can be linked to form a single linear plot with an alternate ending.video game and oracle of ages were often credited as being two of the top games for the game boy color. ",game one two zelda titles released game boy color oracle ages game retain many gameplay elements link awakening graphics audio perspective also features eight dungeons large overworld explore like previous game said counterpart completing one two games linked form single linear plot alternate game oracle ages often credited two top games game boy color
Wild Hearts,1,"prepare for an epic set in a fantasy world inspired by feudal japan. developed by omega force, the japanese studio behind dynasty warriors, in partnership with electronic arts. ",prepare epic set fantasy world inspired feudal japan developed omega force japanese studio behind dynasty warriors partnership electronic arts
God of War: Ascension,1,"vengeance is born in the fires of betrayal in this prequel to the video game franchise. six months have passed since kratos stood over the bodies of his wife and child, his hands stained with their blood tricked by ares into murdering the only people he ever loved. swearing to avenge them, kratos broke the blood oath that bound him to ares, but oaths to olympus are not so easily broken... sentenced to an eternity chained within a prison for the living damned, kratos battles insanity at the hands of the furies. he will be tested as he seeks freedom, redemption for his sins, and the clarity to avenge his family. ",vengeance born fires betrayal prequel video game franchise six months passed since kratos stood bodies wife child hands stained blood tricked ares murdering people ever loved swearing avenge kratos broke blood oath bound ares oaths olympus easily broken sentenced eternity chained within prison living damned kratos battles insanity hands furies tested seeks freedom redemption sins clarity avenge family
God of War: Ascension,3,"vengeance is born in the fires of betrayal in this prequel to the video game franchise. six months have passed since kratos stood over the bodies of his wife and child, his hands stained with their blood tricked by ares into murdering the only people he ever loved. swearing to avenge them, kratos broke the blood oath that bound him to ares, but oaths to olympus are not so easily broken... sentenced to an eternity chained within a prison for the living damned, kratos battles insanity at the hands of the furies. he will be tested as he seeks freedom, redemption for his sins, and the clarity to avenge his family. ",vengeance born fires betrayal prequel video game franchise six months passed since kratos stood bodies wife child hands stained blood tricked ares murdering people ever loved swearing avenge kratos broke blood oath bound ares oaths olympus easily broken sentenced eternity chained within prison living damned kratos battles insanity hands furies tested seeks freedom redemption sins clarity avenge family
Xenosaga Episode III: Also sprach Zarathustra,1,"the story of xenosaga iii starts a year after ""xenosaga ii"" ended. shion has resigned from vector industries after learning that the company is deeply connected to the appearance of the gnosis. she instead joins scientia, an underground organization working to unveil vector's secrets in order to bring them down. uncover the truth and save mankind in the finale of the xenosaga series which boasts over 3 hours of movies, an updated battle system, and an improved customization feature with more character specialization and diversification and higher rewards for strategic party management. this also includes an easily accessible database feature, the ""xeno bible"" and a with over 50 levels that challenges both you and your friends. ",story xenosaga iii starts year xenosaga ii ended shion resigned vector industries learning company deeply connected appearance gnosis instead joins scientia underground organization working unveil vector secrets order bring uncover truth save mankind finale xenosaga series boasts hours movies updated battle system improved customization feature character specialization diversification higher rewards strategic party management also includes easily accessible database feature xeno bible levels challenges friends
Xenosaga Episode III: Also sprach Zarathustra,2,"the story of xenosaga iii starts a year after ""xenosaga ii"" ended. shion has resigned from vector industries after learning that the company is deeply connected to the appearance of the gnosis. she instead joins scientia, an underground organization working to unveil vector's secrets in order to bring them down. uncover the truth and save mankind in the finale of the xenosaga series which boasts over 3 hours of movies, an updated battle system, and an improved customization feature with more character specialization and diversification and higher rewards for strategic party management. this also includes an easily accessible database feature, the ""xeno bible"" and a with over 50 levels that challenges both you and your friends. ",story xenosaga iii starts year xenosaga ii ended shion resigned vector industries learning company deeply connected appearance gnosis instead joins scientia underground organization working unveil vector secrets order bring uncover truth save mankind finale xenosaga series boasts hours movies updated battle system improved customization feature character specialization diversification higher rewards strategic party management also includes easily accessible database feature xeno bible levels challenges friends
Kirby's Dream Land 3,1,"that mean old king dedede is at it again! he's causing his mischief and dreamland's in trouble! kirby, the resident hero of dreamland, sets out to teach dedede a lesson, this time with the help of many of his good but wait! something's wrong! dedede doesn't seem to be looks like kirby has to stop dedede and find out what is wrong with him! it almost seems like something's controlling him... ",mean old king dedede causing mischief dreamland trouble kirby resident hero dreamland sets teach dedede lesson time help many good wait something wrong dedede seem looks like kirby stop dedede find wrong almost seems like something controlling
Kirby's Dream Land 3,6,"that mean old king dedede is at it again! he's causing his mischief and dreamland's in trouble! kirby, the resident hero of dreamland, sets out to teach dedede a lesson, this time with the help of many of his good but wait! something's wrong! dedede doesn't seem to be looks like kirby has to stop dedede and find out what is wrong with him! it almost seems like something's controlling him... ",mean old king dedede causing mischief dreamland trouble kirby resident hero dreamland sets teach dedede lesson time help many good wait something wrong dedede seem looks like kirby stop dedede find wrong almost seems like something controlling
Castlevania: Harmony of Dissonance,1,"nearly fifty years has past since simon belmont rescued the land from the curse of dracula. now, simon's descendant juste belmont, must acquire the relics of dracula to unravel the disappearance of his childhood friend lydie. the castle's enchanting mysteries and danger await all those who dare enter. ",nearly fifty years past since simon belmont rescued land curse dracula simon descendant juste belmont must acquire relics dracula unravel disappearance childhood friend lydie castle enchanting mysteries danger await dare enter
Castlevania: Harmony of Dissonance,6,"nearly fifty years has past since simon belmont rescued the land from the curse of dracula. now, simon's descendant juste belmont, must acquire the relics of dracula to unravel the disappearance of his childhood friend lydie. the castle's enchanting mysteries and danger await all those who dare enter. ",nearly fifty years past since simon belmont rescued land curse dracula simon descendant juste belmont must acquire relics dracula unravel disappearance childhood friend lydie castle enchanting mysteries danger await dare enter
Castlevania: Harmony of Dissonance,2,"nearly fifty years has past since simon belmont rescued the land from the curse of dracula. now, simon's descendant juste belmont, must acquire the relics of dracula to unravel the disappearance of his childhood friend lydie. the castle's enchanting mysteries and danger await all those who dare enter. ",nearly fifty years past since simon belmont rescued land curse dracula simon descendant juste belmont must acquire relics dracula unravel disappearance childhood friend lydie castle enchanting mysteries danger await dare enter
Shantae and the Pirate's Curse,1,"embark on a brand new with shantae, the belly dancing genie. when she loses her magic, shantae must team up with her nemesis, the nefarious pirate risky boots in order to save sequin land from an evil curse. as a pirate, shantae gains new weapons to advance her quest, slay monsters, battle epic bossesand hopefully get her magic back in the bargain! but can she really trust her deadliest the third shantae game is the biggest yet! beyond sequin land lie cursed islands and labyrinths each hiding a new piece of pirate gear flintlock pistol, pirate hat, scimitar, risky's boots, and even a cannon. upgrade shantae's hair and weapons or unlock advanced fighter's moves. locate maps, return lost heart squids, collect rare loot, and laugh out loud at the weird, wild, and wonderfully humorous cast of characters. incredible stereoscopic visuals, unlockable multiple endings, and an unforgettable soundtrack make this one game you won't want to miss! ",embark brand new shantae belly dancing genie loses magic shantae must team nemesis nefarious pirate risky boots order save sequin land evil curse pirate shantae gains new weapons advance quest slay monsters battle epic bossesand hopefully get magic back bargain really trust deadliest third shantae game biggest yet beyond sequin land lie cursed islands labyrinths hiding new piece pirate gear flintlock pistol pirate hat scimitar risky boots even cannon upgrade shantae hair weapons unlock advanced fighter moves locate maps return lost heart squids collect rare loot laugh loud weird wild wonderfully humorous cast characters incredible stereoscopic visuals unlockable multiple endings unforgettable soundtrack make one game wo want miss
Shantae and the Pirate's Curse,4,"embark on a brand new with shantae, the belly dancing genie. when she loses her magic, shantae must team up with her nemesis, the nefarious pirate risky boots in order to save sequin land from an evil curse. as a pirate, shantae gains new weapons to advance her quest, slay monsters, battle epic bossesand hopefully get her magic back in the bargain! but can she really trust her deadliest the third shantae game is the biggest yet! beyond sequin land lie cursed islands and labyrinths each hiding a new piece of pirate gear flintlock pistol, pirate hat, scimitar, risky's boots, and even a cannon. upgrade shantae's hair and weapons or unlock advanced fighter's moves. locate maps, return lost heart squids, collect rare loot, and laugh out loud at the weird, wild, and wonderfully humorous cast of characters. incredible stereoscopic visuals, unlockable multiple endings, and an unforgettable soundtrack make this one game you won't want to miss! ",embark brand new shantae belly dancing genie loses magic shantae must team nemesis nefarious pirate risky boots order save sequin land evil curse pirate shantae gains new weapons advance quest slay monsters battle epic bossesand hopefully get magic back bargain really trust deadliest third shantae game biggest yet beyond sequin land lie cursed islands labyrinths hiding new piece pirate gear flintlock pistol pirate hat scimitar risky boots even cannon upgrade shantae hair weapons unlock advanced fighter moves locate maps return lost heart squids collect rare loot laugh loud weird wild wonderfully humorous cast characters incredible stereoscopic visuals unlockable multiple endings unforgettable soundtrack make one game wo want miss
Shantae and the Pirate's Curse,6,"embark on a brand new with shantae, the belly dancing genie. when she loses her magic, shantae must team up with her nemesis, the nefarious pirate risky boots in order to save sequin land from an evil curse. as a pirate, shantae gains new weapons to advance her quest, slay monsters, battle epic bossesand hopefully get her magic back in the bargain! but can she really trust her deadliest the third shantae game is the biggest yet! beyond sequin land lie cursed islands and labyrinths each hiding a new piece of pirate gear flintlock pistol, pirate hat, scimitar, risky's boots, and even a cannon. upgrade shantae's hair and weapons or unlock advanced fighter's moves. locate maps, return lost heart squids, collect rare loot, and laugh out loud at the weird, wild, and wonderfully humorous cast of characters. incredible stereoscopic visuals, unlockable multiple endings, and an unforgettable soundtrack make this one game you won't want to miss! ",embark brand new shantae belly dancing genie loses magic shantae must team nemesis nefarious pirate risky boots order save sequin land evil curse pirate shantae gains new weapons advance quest slay monsters battle epic bossesand hopefully get magic back bargain really trust deadliest third shantae game biggest yet beyond sequin land lie cursed islands labyrinths hiding new piece pirate gear flintlock pistol pirate hat scimitar risky boots even cannon upgrade shantae hair weapons unlock advanced fighter moves locate maps return lost heart squids collect rare loot laugh loud weird wild wonderfully humorous cast characters incredible stereoscopic visuals unlockable multiple endings unforgettable soundtrack make one game wo want miss
Shantae and the Pirate's Curse,2,"embark on a brand new with shantae, the belly dancing genie. when she loses her magic, shantae must team up with her nemesis, the nefarious pirate risky boots in order to save sequin land from an evil curse. as a pirate, shantae gains new weapons to advance her quest, slay monsters, battle epic bossesand hopefully get her magic back in the bargain! but can she really trust her deadliest the third shantae game is the biggest yet! beyond sequin land lie cursed islands and labyrinths each hiding a new piece of pirate gear flintlock pistol, pirate hat, scimitar, risky's boots, and even a cannon. upgrade shantae's hair and weapons or unlock advanced fighter's moves. locate maps, return lost heart squids, collect rare loot, and laugh out loud at the weird, wild, and wonderfully humorous cast of characters. incredible stereoscopic visuals, unlockable multiple endings, and an unforgettable soundtrack make this one game you won't want to miss! ",embark brand new shantae belly dancing genie loses magic shantae must team nemesis nefarious pirate risky boots order save sequin land evil curse pirate shantae gains new weapons advance quest slay monsters battle epic bossesand hopefully get magic back bargain really trust deadliest third shantae game biggest yet beyond sequin land lie cursed islands labyrinths hiding new piece pirate gear flintlock pistol pirate hat scimitar risky boots even cannon upgrade shantae hair weapons unlock advanced fighter moves locate maps return lost heart squids collect rare loot laugh loud weird wild wonderfully humorous cast characters incredible stereoscopic visuals unlockable multiple endings unforgettable soundtrack make one game wo want miss
Happy Wheels,1,try to get to the finish line in this twisted game's tracks. having your limbs still attached is optional. ,try get finish line twisted game tracks limbs still attached optional
Happy Wheels,6,try to get to the finish line in this twisted game's tracks. having your limbs still attached is optional. ,try get finish line twisted game tracks limbs still attached optional
Happy Wheels,17,try to get to the finish line in this twisted game's tracks. having your limbs still attached is optional. ,try get finish line twisted game tracks limbs still attached optional
Guilty Gear XX Accent Core Plus R,13,"ultimate battle action, and the epitome of the guilty gear xx series now on bonus soundtracks included! ",ultimate battle action epitome guilty gear xx series bonus soundtracks included
Guilty Gear XX Accent Core Plus R,12,"ultimate battle action, and the epitome of the guilty gear xx series now on bonus soundtracks included! ",ultimate battle action epitome guilty gear xx series bonus soundtracks included
Fire Emblem Fates: Birthright,2,"video game is split into three story paths.video game is one of the two base stories, the other being conquest. the other story path can be bought digitally at a discount through the store. the third story path is revelation, a dlc that was released later. you need to be have completed chapter 6 in either game to access the other stories and video game is the easier path as it has the ability to use scouting missions to grind experience and money and simpler mission objectives. ",video game split three story game one two base stories conquest story path bought digitally discount store third story path revelation dlc released later need completed chapter either game access stories video game easier path ability use scouting missions grind experience money simpler mission objectives
Fire Emblem Fates: Birthright,8,"video game is split into three story paths.video game is one of the two base stories, the other being conquest. the other story path can be bought digitally at a discount through the store. the third story path is revelation, a dlc that was released later. you need to be have completed chapter 6 in either game to access the other stories and video game is the easier path as it has the ability to use scouting missions to grind experience and money and simpler mission objectives. ",video game split three story game one two base stories conquest story path bought digitally discount store third story path revelation dlc released later need completed chapter either game access stories video game easier path ability use scouting missions grind experience money simpler mission objectives
Fire Emblem Fates: Birthright,5,"video game is split into three story paths.video game is one of the two base stories, the other being conquest. the other story path can be bought digitally at a discount through the store. the third story path is revelation, a dlc that was released later. you need to be have completed chapter 6 in either game to access the other stories and video game is the easier path as it has the ability to use scouting missions to grind experience and money and simpler mission objectives. ",video game split three story game one two base stories conquest story path bought digitally discount store third story path revelation dlc released later need completed chapter either game access stories video game easier path ability use scouting missions grind experience money simpler mission objectives
Final Fantasy IV,2,"final fantasy iv is the fourth main installment in the final fantasy series, developed and published by squaresoft. it was released in july 1991 for the super nintendo entertainment system in japan, and released as final fantasy ii in north america in october 1991 with alterations made due to nintendo of america's guidelines at the the game saw a rerelease in japan on the wonderswan color and a global release on playstation under its original name as part of the final fantasy chronicles and final fantasy anthology collections. ",final fantasy iv fourth main installment final fantasy series developed published squaresoft released july super nintendo entertainment system japan released final fantasy ii north america october alterations made due nintendo america guidelines game saw rerelease japan wonderswan color global release playstation original name part final fantasy chronicles final fantasy anthology collections
Devil May Cry 5: Special Edition,3,"the game features improved visuals and gameplay at up to 120 frames per second. alongside all downloadable content, other additions include vergil as a playable character, ray tracing graphics options, and two additional game modes: legendary dark knight mode, which significantly increases the number of enemies in each level, and turbo mode, which increases the game speed by 20%. ",game features improved visuals gameplay frames per second alongside downloadable content additions include vergil playable character ray tracing graphics options two additional game modes legendary dark knight mode significantly increases number enemies level turbo mode increases game speed
