Title,Genre,Summary
F-Zero X,13,"it's you against 29 other machines competing for the title of the game champion. you're at speeds of over 1,000 km/h high above the atmosphere. your competition comes from every corner of the galaxy and won't shed a tear at the thought of smashing you off the track. with simultaneous gameplay and the rumble pak accessory, you have the fastest game on the n64 system! "
F-Zero X,17,"it's you against 29 other machines competing for the title of the game champion. you're at speeds of over 1,000 km/h high above the atmosphere. your competition comes from every corner of the galaxy and won't shed a tear at the thought of smashing you off the track. with simultaneous gameplay and the rumble pak accessory, you have the fastest game on the n64 system! "
Chibi-Robo!,1,"like most families, the sandersons bicker about money and cleaning. unlike most families, though, they also have robotic spiders, aliens, and talking toys to worry about. enter a tiny robot programmed to spread happiness. join him on his quest to restore order to the sanderson house and save the world! "
Chibi-Robo!,6,"like most families, the sandersons bicker about money and cleaning. unlike most families, though, they also have robotic spiders, aliens, and talking toys to worry about. enter a tiny robot programmed to spread happiness. join him on his quest to restore order to the sanderson house and save the world! "
Super Mario Sunshine,1,"a port of the game included in super mario 3d featuring updated textures and widescreen time to hit the beach! mario travels to the beautiful isle delfino for a tropical vacation with his friends, but instead finds himself teaming up with trusty f.l.u.d.d. to uncover a shadowy plot and the master puppeteer behind it all. his newfound friend also allows mario to traverse worlds in all sorts of unique ways thanks to its wonderful water pump! "
Super Mario Sunshine,6,"a port of the game included in super mario 3d featuring updated textures and widescreen time to hit the beach! mario travels to the beautiful isle delfino for a tropical vacation with his friends, but instead finds himself teaming up with trusty f.l.u.d.d. to uncover a shadowy plot and the master puppeteer behind it all. his newfound friend also allows mario to traverse worlds in all sorts of unique ways thanks to its wonderful water pump! "
RimWorld,4,"a colony sim driven by an intelligent ai storyteller. generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more. "
RimWorld,21,"a colony sim driven by an intelligent ai storyteller. generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more. "
RimWorld,7,"a colony sim driven by an intelligent ai storyteller. generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more. "
RimWorld,8,"a colony sim driven by an intelligent ai storyteller. generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more. "
Professor Layton and the Miracle Mask,18,"professor layton's first adventure on the nintendo 3ds system takes him to the colorful city of monte d'or, where he must stop a mysterious man from wreaking havoc with the powerful mask of unravel new details about professor layton's past alongside luke, assistant emmy altava, and a whole new cast of characters in this riveting story. wrack your brain with hundreds of s weaving their way throughout the story. in addition, download free daily s for a with a robust hint system to help players of all experience levels, and an epic tale packed to the brim with s, professor layton makes his triumphant for nintendo 3ds. "
Professor Layton and the Miracle Mask,9,"professor layton's first adventure on the nintendo 3ds system takes him to the colorful city of monte d'or, where he must stop a mysterious man from wreaking havoc with the powerful mask of unravel new details about professor layton's past alongside luke, assistant emmy altava, and a whole new cast of characters in this riveting story. wrack your brain with hundreds of s weaving their way throughout the story. in addition, download free daily s for a with a robust hint system to help players of all experience levels, and an epic tale packed to the brim with s, professor layton makes his triumphant for nintendo 3ds. "
Professor Layton and the Miracle Mask,14,"professor layton's first adventure on the nintendo 3ds system takes him to the colorful city of monte d'or, where he must stop a mysterious man from wreaking havoc with the powerful mask of unravel new details about professor layton's past alongside luke, assistant emmy altava, and a whole new cast of characters in this riveting story. wrack your brain with hundreds of s weaving their way throughout the story. in addition, download free daily s for a with a robust hint system to help players of all experience levels, and an epic tale packed to the brim with s, professor layton makes his triumphant for nintendo 3ds. "
Mega Man X5,1,"mega man returns for more wild action in mega man x5. this time around, terrorists have attacked an asteroid colony and turned off its artificial gravity. now, it is up to mega man and his friend zero to defeat the terrorists, turn the gravity on, and keep the colony from crashing into the earth. the gameplay is what fans of the series have come to expect: mega man must use his blasters and bombs to make his way through eight levels of running, jumping, and shooting action. if you decide to play as zero, you will have to use a plasma sword and some cunning to get through the same levels. in either case, the characters will have to face tough bosses that have unique abilities. once a boss is defeated, mega man and zero can utilize the boss's talents. only mega man and zero can save the colony and the earth in mega man x5. "
Mega Man X5,6,"mega man returns for more wild action in mega man x5. this time around, terrorists have attacked an asteroid colony and turned off its artificial gravity. now, it is up to mega man and his friend zero to defeat the terrorists, turn the gravity on, and keep the colony from crashing into the earth. the gameplay is what fans of the series have come to expect: mega man must use his blasters and bombs to make his way through eight levels of running, jumping, and shooting action. if you decide to play as zero, you will have to use a plasma sword and some cunning to get through the same levels. in either case, the characters will have to face tough bosses that have unique abilities. once a boss is defeated, mega man and zero can utilize the boss's talents. only mega man and zero can save the colony and the earth in mega man x5. "
Mega Man X5,10,"mega man returns for more wild action in mega man x5. this time around, terrorists have attacked an asteroid colony and turned off its artificial gravity. now, it is up to mega man and his friend zero to defeat the terrorists, turn the gravity on, and keep the colony from crashing into the earth. the gameplay is what fans of the series have come to expect: mega man must use his blasters and bombs to make his way through eight levels of running, jumping, and shooting action. if you decide to play as zero, you will have to use a plasma sword and some cunning to get through the same levels. in either case, the characters will have to face tough bosses that have unique abilities. once a boss is defeated, mega man and zero can utilize the boss's talents. only mega man and zero can save the colony and the earth in mega man x5. "
Tokyo Necro,1,"nemo ante mortem ""nobody can be called happy before their (herodotus, the era of ""necromancers"" has the protagonists, kibanohara ethica and nagaoka souun, are young ""private special living dead stalkers"". by practicing a special kind of martial art called ""close quarter armed martial arts"", both of them have achieved great heights in their out on a mission one day, souun becomes involved in a fierce battle and meets a young girl. remembering nothing but her name, ""hougyou ilia"", she has become the target of a mysterious group of the tokyo of gunpowder smoke, living dead, crime and cybernetics. now begins the battle of the living dead stalkers and the heroine with their lives at stake. "
Tokyo Necro,14,"nemo ante mortem ""nobody can be called happy before their (herodotus, the era of ""necromancers"" has the protagonists, kibanohara ethica and nagaoka souun, are young ""private special living dead stalkers"". by practicing a special kind of martial art called ""close quarter armed martial arts"", both of them have achieved great heights in their out on a mission one day, souun becomes involved in a fierce battle and meets a young girl. remembering nothing but her name, ""hougyou ilia"", she has become the target of a mysterious group of the tokyo of gunpowder smoke, living dead, crime and cybernetics. now begins the battle of the living dead stalkers and the heroine with their lives at stake. "
Disney Dreamlight Valley,1,explore a world filled with the magic of disney as you discover rich stories and build the perfect neighbourhood alongside disney and pixar heroes and villains in this new game. welcome to the game. 
Disney Dreamlight Valley,2,explore a world filled with the magic of disney as you discover rich stories and build the perfect neighbourhood alongside disney and pixar heroes and villains in this new game. welcome to the game. 
Disney Dreamlight Valley,7,explore a world filled with the magic of disney as you discover rich stories and build the perfect neighbourhood alongside disney and pixar heroes and villains in this new game. welcome to the game. 
Mega Man 7,1,"the game is an action video game developed and published by capcom for the super nintendo entertainment system. it is the seventh game in the original video game series. the game was released in japan on march 24, 1995 and was localized later in the year in north america and europe. "
Mega Man 7,6,"the game is an action video game developed and published by capcom for the super nintendo entertainment system. it is the seventh game in the original video game series. the game was released in japan on march 24, 1995 and was localized later in the year in north america and europe. "
Mega Man 7,10,"the game is an action video game developed and published by capcom for the super nintendo entertainment system. it is the seventh game in the original video game series. the game was released in japan on march 24, 1995 and was localized later in the year in north america and europe. "
Figment,1,"the game is a surreal and isometric game, wherein the player must journey through the subconscious mind to save it from the fears and nightmares. "
Figment,4,"the game is a surreal and isometric game, wherein the player must journey through the subconscious mind to save it from the fears and nightmares. "
Figment,11,"the game is a surreal and isometric game, wherein the player must journey through the subconscious mind to save it from the fears and nightmares. "
Figment,6,"the game is a surreal and isometric game, wherein the player must journey through the subconscious mind to save it from the fears and nightmares. "
Figment,9,"the game is a surreal and isometric game, wherein the player must journey through the subconscious mind to save it from the fears and nightmares. "
"Flower, Sun, and Rain: Murder and Mystery in Paradise",1,"flower, sun and rain on nintendo ds is a port of the playstation 2 game developed by suda 51. it features controls, new costumes, and 100 additional ""lost and found"" s. "
"Flower, Sun, and Rain: Murder and Mystery in Paradise",9,"flower, sun and rain on nintendo ds is a port of the playstation 2 game developed by suda 51. it features controls, new costumes, and 100 additional ""lost and found"" s. "
Professor Layton vs. Phoenix Wright: Ace Attorney,1,"join forces with expert investigator professor layton and ace attorney phoenix wright in this unbelievable crossover ! find out what new twists they bring to the courtroom as they solve s and debunk witnesses lies. multiple witnesses at the same time to uncover the mysteries of the magical city of in a medieval town where the people live in fear of witchcraft and those who wield it, professor layton and phoenix wright, along with their assistants luke and maya, join forces to face a perilous journey filled with harrowing mysteries that cannot be solved with mere investigate the city of labyrinthia and gather information from its townspeople by solving s, then prove your clients innocence in court. in new group youll pit one witness testimony against anothers to get the story straight, then literally rewrite history alongside the greatest duo labyrinthia has ever known. "
Professor Layton vs. Phoenix Wright: Ace Attorney,9,"join forces with expert investigator professor layton and ace attorney phoenix wright in this unbelievable crossover ! find out what new twists they bring to the courtroom as they solve s and debunk witnesses lies. multiple witnesses at the same time to uncover the mysteries of the magical city of in a medieval town where the people live in fear of witchcraft and those who wield it, professor layton and phoenix wright, along with their assistants luke and maya, join forces to face a perilous journey filled with harrowing mysteries that cannot be solved with mere investigate the city of labyrinthia and gather information from its townspeople by solving s, then prove your clients innocence in court. in new group youll pit one witness testimony against anothers to get the story straight, then literally rewrite history alongside the greatest duo labyrinthia has ever known. "
Professor Layton vs. Phoenix Wright: Ace Attorney,8,"join forces with expert investigator professor layton and ace attorney phoenix wright in this unbelievable crossover ! find out what new twists they bring to the courtroom as they solve s and debunk witnesses lies. multiple witnesses at the same time to uncover the mysteries of the magical city of in a medieval town where the people live in fear of witchcraft and those who wield it, professor layton and phoenix wright, along with their assistants luke and maya, join forces to face a perilous journey filled with harrowing mysteries that cannot be solved with mere investigate the city of labyrinthia and gather information from its townspeople by solving s, then prove your clients innocence in court. in new group youll pit one witness testimony against anothers to get the story straight, then literally rewrite history alongside the greatest duo labyrinthia has ever known. "
Professor Layton vs. Phoenix Wright: Ace Attorney,14,"join forces with expert investigator professor layton and ace attorney phoenix wright in this unbelievable crossover ! find out what new twists they bring to the courtroom as they solve s and debunk witnesses lies. multiple witnesses at the same time to uncover the mysteries of the magical city of in a medieval town where the people live in fear of witchcraft and those who wield it, professor layton and phoenix wright, along with their assistants luke and maya, join forces to face a perilous journey filled with harrowing mysteries that cannot be solved with mere investigate the city of labyrinthia and gather information from its townspeople by solving s, then prove your clients innocence in court. in new group youll pit one witness testimony against anothers to get the story straight, then literally rewrite history alongside the greatest duo labyrinthia has ever known. "
Metal Gear Solid: The Twin Snakes,1,"the twin snakes features graphical improvements over the original, new cutscenes written and directed by ryuhei kitamura, and gameplay functions originally introduced in video game 2: sons of liberty. the game also includes a revised translation with voice acting using all of the original english voice cast. hideo kojima and shigeru miyamoto oversaw development of the game. it was also intended to allow the player to play video game as it was meant to be played "
The Simpsons Game,6,"the game is based on the animated television series the simpsons. it features an original storyline written by tim long, matt selman, and matt warburton. in the plot, the family discovers that they are forced to participate in another the simpsons video game. "
Mega Man Zero 2,1,"in zero's next mission, he falls prey to a trap set by neo arcadia's ruthless commander. planning to trick zero, he tries to use him to wreak chaos between reploids and humans once again. but, can he lan if you have two cartridges and a link cable, the players can link two gbas and take part in a game. there are three modes available to take part time attack set a goal somewhere in the stage. after three tries, the player with the shortest time to the goal enemy battle defeat the most enemies from the generator within the time get collect the most items from the map within the time limit. "
Mega Man Zero 2,6,"in zero's next mission, he falls prey to a trap set by neo arcadia's ruthless commander. planning to trick zero, he tries to use him to wreak chaos between reploids and humans once again. but, can he lan if you have two cartridges and a link cable, the players can link two gbas and take part in a game. there are three modes available to take part time attack set a goal somewhere in the stage. after three tries, the player with the shortest time to the goal enemy battle defeat the most enemies from the generator within the time get collect the most items from the map within the time limit. "
Mega Man Zero 2,10,"in zero's next mission, he falls prey to a trap set by neo arcadia's ruthless commander. planning to trick zero, he tries to use him to wreak chaos between reploids and humans once again. but, can he lan if you have two cartridges and a link cable, the players can link two gbas and take part in a game. there are three modes available to take part time attack set a goal somewhere in the stage. after three tries, the player with the shortest time to the goal enemy battle defeat the most enemies from the generator within the time get collect the most items from the map within the time limit. "
Gears 5,1,"from one of gamings most acclaimed sagas, video game is bigger than ever, with five thrilling modes and the deepest campaign yet. with war descending, kait diaz breaks away to uncover her connection to the enemy and discovers the true danger to sera herself. "
Gears 5,10,"from one of gamings most acclaimed sagas, video game is bigger than ever, with five thrilling modes and the deepest campaign yet. with war descending, kait diaz breaks away to uncover her connection to the enemy and discovers the true danger to sera herself. "
Crash of the Titans,1,"the game is the sixth crash bandicoot series game. the gameplay has the player explore levels, picking up to use against enemies as well as for the first time, use fighting combos such as punches and kicks against enemies. when crash defeats an enemy or destroys an object, a magical substance known as mojo is released. if the player collects enough mojo, he will earn either an ability upgrade or a new move. "
Crash of the Titans,6,"the game is the sixth crash bandicoot series game. the gameplay has the player explore levels, picking up to use against enemies as well as for the first time, use fighting combos such as punches and kicks against enemies. when crash defeats an enemy or destroys an object, a magical substance known as mojo is released. if the player collects enough mojo, he will earn either an ability upgrade or a new move. "
Alan Wake Remastered,1,"in this cinematic troubled author alan wake embarks on a desperate search for his missing wife, alice. the game offers the complete experience, with the main game and its two story expansions the signal and the writer with stunning new 4k visuals. "
Alan Wake Remastered,10,"in this cinematic troubled author alan wake embarks on a desperate search for his missing wife, alice. the game offers the complete experience, with the main game and its two story expansions the signal and the writer with stunning new 4k visuals. "
Final Fantasy XV: Royal Edition,1,"this special edition of the game includes all previously released downloadable content, as well as new areas to explore and quests to conquer. "
Final Fantasy XV: Royal Edition,12,"this special edition of the game includes all previously released downloadable content, as well as new areas to explore and quests to conquer. "
Final Fantasy XV: Royal Edition,2,"this special edition of the game includes all previously released downloadable content, as well as new areas to explore and quests to conquer. "
The Witcher,1,"based on the novel series by andrzej sapkowski, the game follows geralt of rivia, an amnesiac witcher (problem solver and slayer of monsters) whose home, the kaer morhen citadel, is besieged by an organization called the salamandra, who steal their valuable potions and get away. throughout the game, geralt must resolve people's moral dilemmas, connect the dots of his past and track down the salamandra. "
The Witcher,2,"based on the novel series by andrzej sapkowski, the game follows geralt of rivia, an amnesiac witcher (problem solver and slayer of monsters) whose home, the kaer morhen citadel, is besieged by an organization called the salamandra, who steal their valuable potions and get away. throughout the game, geralt must resolve people's moral dilemmas, connect the dots of his past and track down the salamandra. "
Final Fantasy III,1,the game is a remake and a complete overhaul of the 1990 version with the same title. this allowed western players to finally experience the classic final fantasy game localized for the very first time. the graphics are rendered in full 3d and various changes have been implemented. 
Final Fantasy III,2,the game is a remake and a complete overhaul of the 1990 version with the same title. this allowed western players to finally experience the classic final fantasy game localized for the very first time. the graphics are rendered in full 3d and various changes have been implemented. 
Snatcher,1,"the game is a graphic game directed and written by hideo kojima and produced by konami. the setting and story of the game is heavily influenced by cyberpunk and media, taking place in a large futuristic dystopian city. the story revolves around an investigator named gillian seed assigned to investigate a breed of bioroids known as ""snatchers"", who are killing humans and taking their place in society. the game is set in a primarily first person perspective and uses a interface that allows the protagonist to interact with his environment. the player can choose to ""look"", ""investigate"", ""talk"", ""ask"" and ""move"" (in addition to other options) to acquire key items or receive vital information from other characters. the player can analyze items in gillian's belongings or show it to other characters. during key points of the game's story, the player must pass shooting sequences to defend gillian from assailants. these shooting segments use a 3x3 grid which the player can target to fire at enemies. a shooting trainer, called ""junker's eyes"", is accessible at junker hq that allows the player to measure their accuracy. "
Snatcher,18,"the game is a graphic game directed and written by hideo kojima and produced by konami. the setting and story of the game is heavily influenced by cyberpunk and media, taking place in a large futuristic dystopian city. the story revolves around an investigator named gillian seed assigned to investigate a breed of bioroids known as ""snatchers"", who are killing humans and taking their place in society. the game is set in a primarily first person perspective and uses a interface that allows the protagonist to interact with his environment. the player can choose to ""look"", ""investigate"", ""talk"", ""ask"" and ""move"" (in addition to other options) to acquire key items or receive vital information from other characters. the player can analyze items in gillian's belongings or show it to other characters. during key points of the game's story, the player must pass shooting sequences to defend gillian from assailants. these shooting segments use a 3x3 grid which the player can target to fire at enemies. a shooting trainer, called ""junker's eyes"", is accessible at junker hq that allows the player to measure their accuracy. "
Snatcher,10,"the game is a graphic game directed and written by hideo kojima and produced by konami. the setting and story of the game is heavily influenced by cyberpunk and media, taking place in a large futuristic dystopian city. the story revolves around an investigator named gillian seed assigned to investigate a breed of bioroids known as ""snatchers"", who are killing humans and taking their place in society. the game is set in a primarily first person perspective and uses a interface that allows the protagonist to interact with his environment. the player can choose to ""look"", ""investigate"", ""talk"", ""ask"" and ""move"" (in addition to other options) to acquire key items or receive vital information from other characters. the player can analyze items in gillian's belongings or show it to other characters. during key points of the game's story, the player must pass shooting sequences to defend gillian from assailants. these shooting segments use a 3x3 grid which the player can target to fire at enemies. a shooting trainer, called ""junker's eyes"", is accessible at junker hq that allows the player to measure their accuracy. "
Snatcher,14,"the game is a graphic game directed and written by hideo kojima and produced by konami. the setting and story of the game is heavily influenced by cyberpunk and media, taking place in a large futuristic dystopian city. the story revolves around an investigator named gillian seed assigned to investigate a breed of bioroids known as ""snatchers"", who are killing humans and taking their place in society. the game is set in a primarily first person perspective and uses a interface that allows the protagonist to interact with his environment. the player can choose to ""look"", ""investigate"", ""talk"", ""ask"" and ""move"" (in addition to other options) to acquire key items or receive vital information from other characters. the player can analyze items in gillian's belongings or show it to other characters. during key points of the game's story, the player must pass shooting sequences to defend gillian from assailants. these shooting segments use a 3x3 grid which the player can target to fire at enemies. a shooting trainer, called ""junker's eyes"", is accessible at junker hq that allows the player to measure their accuracy. "
Hello Charlotte Ep.3: Childhood's End,1,"""all ended there was nothing to be sad a psychological thriller. a final episode. hello, charlotte. "
Hello Charlotte Ep.3: Childhood's End,4,"""all ended there was nothing to be sad a psychological thriller. a final episode. hello, charlotte. "
Hello Charlotte Ep.3: Childhood's End,2,"""all ended there was nothing to be sad a psychological thriller. a final episode. hello, charlotte. "
Hello Charlotte Ep.3: Childhood's End,14,"""all ended there was nothing to be sad a psychological thriller. a final episode. hello, charlotte. "
Star Wars: Battlefront,10,"the game is the first in the the game series and is a video game based around battles featured in the video game movies. it was developed by pandemic studios and lucasarts, and released on september 20, 2004 for xbox (playable on xbox 360), playstation 2, and pc, the same day as the release of the video game trilogy (dvd) set. players can either play the game online, or offline with up to 4 players (on consoles). "
Ikaruga,13,"in this vertical scrolling spaceship , you control a ship that can change its polarity at will. as blue/white, the ship can easily destroy red/black enemies, and vice versa. bullets of your polarity can be collected to fuel your energy gauge, but those opposite will kill you. destroying an enemy ship causes them to fire revenge bullets which can be absorbed and fired back by the player. different difficulties exist to change exactly how you interact with polarized points, or how they it is the spiritual successor to radiant silvergun, featuring similar level and boss design, as well as it's buddhism inspired themes and aesthetics. both are directed by hiroshi iuchi, who also composed the game's soundtrack. "
Ikaruga,4,"in this vertical scrolling spaceship , you control a ship that can change its polarity at will. as blue/white, the ship can easily destroy red/black enemies, and vice versa. bullets of your polarity can be collected to fuel your energy gauge, but those opposite will kill you. destroying an enemy ship causes them to fire revenge bullets which can be absorbed and fired back by the player. different difficulties exist to change exactly how you interact with polarized points, or how they it is the spiritual successor to radiant silvergun, featuring similar level and boss design, as well as it's buddhism inspired themes and aesthetics. both are directed by hiroshi iuchi, who also composed the game's soundtrack. "
Ikaruga,9,"in this vertical scrolling spaceship , you control a ship that can change its polarity at will. as blue/white, the ship can easily destroy red/black enemies, and vice versa. bullets of your polarity can be collected to fuel your energy gauge, but those opposite will kill you. destroying an enemy ship causes them to fire revenge bullets which can be absorbed and fired back by the player. different difficulties exist to change exactly how you interact with polarized points, or how they it is the spiritual successor to radiant silvergun, featuring similar level and boss design, as well as it's buddhism inspired themes and aesthetics. both are directed by hiroshi iuchi, who also composed the game's soundtrack. "
Ikaruga,10,"in this vertical scrolling spaceship , you control a ship that can change its polarity at will. as blue/white, the ship can easily destroy red/black enemies, and vice versa. bullets of your polarity can be collected to fuel your energy gauge, but those opposite will kill you. destroying an enemy ship causes them to fire revenge bullets which can be absorbed and fired back by the player. different difficulties exist to change exactly how you interact with polarized points, or how they it is the spiritual successor to radiant silvergun, featuring similar level and boss design, as well as it's buddhism inspired themes and aesthetics. both are directed by hiroshi iuchi, who also composed the game's soundtrack. "
Diablo IV,3,"endless demons to slaughter. deep customization through talents, skill points, runes, and legendary loot. randomized dungeons contained in a dynamic open world. survive and conquer darknessor succumb to the shadows. "
Diablo IV,2,"endless demons to slaughter. deep customization through talents, skill points, runes, and legendary loot. randomized dungeons contained in a dynamic open world. survive and conquer darknessor succumb to the shadows. "
Ys: The Oath in Felghana,1,"a complete 3d reimagining of the console classic ""video game iii: wanderers from video game ,"" the game is a action game with tight controls, exploration elements, intense combat with epic boss battles, and a thrashing, percussive arranged soundtrack that's been heralded by many as one of the best of all time. based on the original 2005 pc release, this classic is finally officially available in english with added steamworks features such as achievements and cloud saving. "
Ys: The Oath in Felghana,2,"a complete 3d reimagining of the console classic ""video game iii: wanderers from video game ,"" the game is a action game with tight controls, exploration elements, intense combat with epic boss battles, and a thrashing, percussive arranged soundtrack that's been heralded by many as one of the best of all time. based on the original 2005 pc release, this classic is finally officially available in english with added steamworks features such as achievements and cloud saving. "
American McGee's Alice,1,"shortly after her second , through the alice's house is burnt down by an accidental fire, killing her family and leaving her as the only survivor. as time progresses alice loses touch with reality. she is institutionalized in rutledge asylum, where she is observed and treated by dr. heironymous wilson. alice's only possession in rutledge is a stuffed rabbit. ten years after alice was committed to rutledge, she finds herself sucked back into a wonderland that has been twisted by her own broken mind. the white rabbit summons alice to aid a radically altered wonderland, which became a twisted version of itself as it came under the horrible rule of the queen of hearts. the cheshire cat serves as alice's companion throughout the game, frequently appearing to guide her with cryptic comments. "
American McGee's Alice,6,"shortly after her second , through the alice's house is burnt down by an accidental fire, killing her family and leaving her as the only survivor. as time progresses alice loses touch with reality. she is institutionalized in rutledge asylum, where she is observed and treated by dr. heironymous wilson. alice's only possession in rutledge is a stuffed rabbit. ten years after alice was committed to rutledge, she finds herself sucked back into a wonderland that has been twisted by her own broken mind. the white rabbit summons alice to aid a radically altered wonderland, which became a twisted version of itself as it came under the horrible rule of the queen of hearts. the cheshire cat serves as alice's companion throughout the game, frequently appearing to guide her with cryptic comments. "
American McGee's Alice,9,"shortly after her second , through the alice's house is burnt down by an accidental fire, killing her family and leaving her as the only survivor. as time progresses alice loses touch with reality. she is institutionalized in rutledge asylum, where she is observed and treated by dr. heironymous wilson. alice's only possession in rutledge is a stuffed rabbit. ten years after alice was committed to rutledge, she finds herself sucked back into a wonderland that has been twisted by her own broken mind. the white rabbit summons alice to aid a radically altered wonderland, which became a twisted version of itself as it came under the horrible rule of the queen of hearts. the cheshire cat serves as alice's companion throughout the game, frequently appearing to guide her with cryptic comments. "
Call of Duty,10,"the player has two primary weapon slots, a handgun slot and can carry up to eight grenades (all of the later the game games feature only two weapon slots; a sidearm will fill one of these slots). weapons may be exchanged with those found on the battlefield dropped by dead soldiers. "
Clash of Clans,21,"the game is an addictive mixture of strategic planning and competitive combats. raise an army of barbarians, war wizards, dragons and other mighty fighters. join a clan of players and rise through the ranks, or create your own clan to contest ownership of the realm. "
Clash of Clans,8,"the game is an addictive mixture of strategic planning and competitive combats. raise an army of barbarians, war wizards, dragons and other mighty fighters. join a clan of players and rise through the ranks, or create your own clan to contest ownership of the realm. "
Fate/stay night,1,"the game is a japanese visual novel, which was originally released as an adult game. a version of the game rated for ages 15 and up titled the game realta nua was released later. the game 's gameplay requires little interaction from the player as most of the game's duration is spent on reading the text that appears, representing either dialogue between the characters or the inner thoughts of the protagonist. often, players will come to a ""decision point"" where they are given the chance to choose from options displayed on the screen, typically two to three at a time. there are three main plot lines that the player will have the chance to experience, one for each of the heroines in the story. to view all three plot lines, the player will have to replay the game multiple times and choose different choices during the decision points to progress the plot in an alternate direction. "
Fate/stay night,14,"the game is a japanese visual novel, which was originally released as an adult game. a version of the game rated for ages 15 and up titled the game realta nua was released later. the game 's gameplay requires little interaction from the player as most of the game's duration is spent on reading the text that appears, representing either dialogue between the characters or the inner thoughts of the protagonist. often, players will come to a ""decision point"" where they are given the chance to choose from options displayed on the screen, typically two to three at a time. there are three main plot lines that the player will have the chance to experience, one for each of the heroines in the story. to view all three plot lines, the player will have to replay the game multiple times and choose different choices during the decision points to progress the plot in an alternate direction. "
Tabletop Simulator,15,"the game is the only where you can let your aggression out by flipping the table! there are no rules to follow: just you, a physics sandbox, and your friends. make your own games and play how you want! unlimited gaming possibilities! "
Tabletop Simulator,4,"the game is the only where you can let your aggression out by flipping the table! there are no rules to follow: just you, a physics sandbox, and your friends. make your own games and play how you want! unlimited gaming possibilities! "
Tabletop Simulator,2,"the game is the only where you can let your aggression out by flipping the table! there are no rules to follow: just you, a physics sandbox, and your friends. make your own games and play how you want! unlimited gaming possibilities! "
Tabletop Simulator,7,"the game is the only where you can let your aggression out by flipping the table! there are no rules to follow: just you, a physics sandbox, and your friends. make your own games and play how you want! unlimited gaming possibilities! "
Tabletop Simulator,8,"the game is the only where you can let your aggression out by flipping the table! there are no rules to follow: just you, a physics sandbox, and your friends. make your own games and play how you want! unlimited gaming possibilities! "
Duskers,4,"in the game you pilot drones into derelict spaceships to find the means to survive and piece together how the universe became a giant you are a drone operator, surrounded by old gritty tech that acts as your only eyes and ears to the outside world. what you hear comes through a remote microphone. what you see is how each drone sees the world. motion sensors tell you something's out there, but not what. and when you issue commands, you do it through a command line interface. "
Duskers,7,"in the game you pilot drones into derelict spaceships to find the means to survive and piece together how the universe became a giant you are a drone operator, surrounded by old gritty tech that acts as your only eyes and ears to the outside world. what you hear comes through a remote microphone. what you see is how each drone sees the world. motion sensors tell you something's out there, but not what. and when you issue commands, you do it through a command line interface. "
Duskers,8,"in the game you pilot drones into derelict spaceships to find the means to survive and piece together how the universe became a giant you are a drone operator, surrounded by old gritty tech that acts as your only eyes and ears to the outside world. what you hear comes through a remote microphone. what you see is how each drone sees the world. motion sensors tell you something's out there, but not what. and when you issue commands, you do it through a command line interface. "
Control: Ultimate Edition,1,"video game video game contains the main game and all previously released expansions (""the foundation"" and ""awe"") in one great value package. winner of over 80 awards, video game is a visually stunning that will keep you on the edge of your seat. "
Control: Ultimate Edition,10,"video game video game contains the main game and all previously released expansions (""the foundation"" and ""awe"") in one great value package. winner of over 80 awards, video game is a visually stunning that will keep you on the edge of your seat. "
Advance Wars,7,"just because this battle fits in the palm of your hand doesn't mean the stakes are small. on the contrary, this fight will have you accessing guns, grenades, launchers, and weaponry of all sorts. players assume command of an army that's out to reclaim a world that's been broken up by warring factions. the battle map is essentially a grid, and moving units is like moving chess pieces on a board each of the units can move a specific amount of spaces within this grid, and can only attack at a certain distance from specific enemies. the game features more than 115 maps, a map editor, play via link cable, and an tutorial mode for beginners. "
Advance Wars,8,"just because this battle fits in the palm of your hand doesn't mean the stakes are small. on the contrary, this fight will have you accessing guns, grenades, launchers, and weaponry of all sorts. players assume command of an army that's out to reclaim a world that's been broken up by warring factions. the battle map is essentially a grid, and moving units is like moving chess pieces on a board each of the units can move a specific amount of spaces within this grid, and can only attack at a certain distance from specific enemies. the game features more than 115 maps, a map editor, play via link cable, and an tutorial mode for beginners. "
Advance Wars,16,"just because this battle fits in the palm of your hand doesn't mean the stakes are small. on the contrary, this fight will have you accessing guns, grenades, launchers, and weaponry of all sorts. players assume command of an army that's out to reclaim a world that's been broken up by warring factions. the battle map is essentially a grid, and moving units is like moving chess pieces on a board each of the units can move a specific amount of spaces within this grid, and can only attack at a certain distance from specific enemies. the game features more than 115 maps, a map editor, play via link cable, and an tutorial mode for beginners. "
